ID,Pilih Nama Dosen,Mata Kuliah,Petemuan Ke,Tanggal,Keterangan,Lama Perkualiahan ,Materi yang diberikan 
a2eb45ed,"Andi Muhammad Fuad Ramadhan Basru, S.E., M.Acc., Ak",Akuntansi Keuangan Lanjutan II - Kelas B,5,20/03/2025,Offline,02.30.00,Pengantar Laporan Keuangan Konsolidasi
1cba51fd,"Andi Muhammad Fuad Ramadhan Basru, S.E., M.Acc., Ak",Akuntansi Keuangan Lanjutan II - Kelas B,6,27/03/2025,Offline,02.30.00,"Kepemilikan Penuh sama Dengan Nilai Buku, Diatas Nilai Buku, dan Kurang dari nilai buku"
d5000d03,"Andi Muhammad Fuad Ramadhan Basru, S.E., M.Acc., Ak",Akuntansi Keuangan Lanjutan II - Kelas B,7,10/04/2025,Offline,02.30.00,Transfer Aset Tidak Lancar
fcdb0eab,"Andi Muhammad Fuad Ramadhan Basru, S.E., M.Acc., Ak",Akuntansi Keuangan Lanjutan II - Kelas B,8,24/04/2025,Offline,02.30.00,UTS
8880349d,"Vina Olivia Pebrianti, SE. ME",Akuntansi Sektor Publik - Kelas C,12,20/05/2025,Offline,02.30.00,Pengukuran kinerja sektor publik
ba134f64,"Vina Olivia Pebrianti, SE. ME",Akuntansi Sektor Publik - Kelas C,13,27/05/2025,Offline,02.30.00,Analisa laporan keuangan
95f976c1,"Vina Olivia Pebrianti, SE. ME",Akuntansi Sektor Publik - Kelas C,14,03/06/2025,Offline,02.30.00,Perencanaan strategis dalam sektor publik
cd77bd68,"Vina Olivia Pebrianti, SE. ME",Akuntansi Sektor Publik - Kelas C,15,10/06/2025,Offline,02.30.00,Akuntansi untuk organisasi nirlaba
b8494f9a,"Vina Olivia Pebrianti, SE. ME",Akuntansi Sektor Publik - Kelas C,16,17/06/2025,Offline,02.30.00,Ujian akhir semester
23da4d8c,"Satira Yusuf, SE., M.Si.",Sistem Pengendalian Manajemen - Kelas C,9,30/04/2025,Offline,02.30.00,Perencanaan strategis
856a1c36,"Satira Yusuf, SE., M.Si.",Sistem Pengendalian Manajemen - Kelas C,10,07/05/2025,Offline,02.30.00,Penyusunan anggaran
ae39636c,"Satira Yusuf, SE., M.Si.",Sistem Pengendalian Manajemen - Kelas C,11,14/05/2025,Offline,02.30.00,Analisis laporan kinerja keuangan
79e946a9,"Satira Yusuf, SE., M.Si.",Sistem Pengendalian Manajemen - Kelas C,12,21/05/2025,Offline,02.30.00,Ukuran kinerja
0c09d77d,"Satira Yusuf, SE., M.Si.",Sistem Pengendalian Manajemen - Kelas C,13,28/05/2025,Offline,02.30.00,Kompensasi manajemen
0e6c165d,"Satira Yusuf, SE., M.Si.",Sistem Pengendalian Manajemen - Kelas C,14,04/06/2025,Online,02.30.00,Pengendalian atas strategis yang terdiferensiasi
f418d800,"Satira Yusuf, SE., M.Si.",Sistem Pengendalian Manajemen - Kelas C,15,11/06/2025,Online,02.30.00,Organisasi jasa
f1c7c8bc,"Satira Yusuf, SE., M.Si.",Sistem Pengendalian Manajemen - Kelas C,16,18/06/2025,Offline,02.30.00,Organisasi multinasional
e3e55d91,"Satira Yusuf, SE., M.Si.",Sistem Pengendalian Manajemen - Kelas C,17,27/06/2025,Online,02.30.00,Pengendalian manajemen proyek
72429d43,"Satira Yusuf, SE., M.Si.",Sistem Pengendalian Manajemen - Kelas C,18,02/07/2025,Offline,02.30.00,Ujian akhir semester
17f526a2,"Wa Ode Aswati, S.E., M.Si., CRP",Akuntansi Manajemen - Kelas D,12,21/05/2025,Offline,02.00.00,Total Quality Management (TQM)
f8be61b6,"Wa Ode Aswati, S.E., M.Si., CRP",Akuntansi Manajemen - Kelas D,13,28/05/2025,Offline,02.00.00,Total Quality Servis (TQS)
a4539d9e,"Wa Ode Aswati, S.E., M.Si., CRP",Akuntansi Manajemen - Kelas D,14,04/06/2025,Offline,02.00.00,Balanced Scorecard
b90508a6,"Wa Ode Aswati, S.E., M.Si., CRP",Akuntansi Manajemen - Kelas D,15,11/06/2025,Offline,02.00.00,EVA ( Economy Value Added)
5e4325fb,"Wa Ode Aswati, S.E., M.Si., CRP",Akuntansi Manajemen - Kelas D,16,01/07/2025,Offline,02.00.00,UAS
2840dbd8,"La Ode Muhammad Arfan Samrin, S.E, M.Ak",Hukum Bisnis dan Perusahaan - Kelas D,9,02/05/2025,Offline,02.00.00,Transaksi perdagangan melalui elektronik (e-commerce)
78d93d39,"La Ode Muhammad Arfan Samrin, S.E, M.Ak",Hukum Bisnis dan Perusahaan - Kelas D,10,09/05/2025,Offline,02.00.00,Perlindungan konsumen
4e0d0562,"La Ode Muhammad Arfan Samrin, S.E, M.Ak",Hukum Bisnis dan Perusahaan - Kelas D,11,16/05/2025,Offline,02.00.00,Hukum asuransi
5255eb35,"La Ode Muhammad Arfan Samrin, S.E, M.Ak",Hukum Bisnis dan Perusahaan - Kelas D,12,23/05/2025,Online,02.00.00,Hukum jaminan
f39fd7a6,"La Ode Muhammad Arfan Samrin, S.E, M.Ak",Hukum Bisnis dan Perusahaan - Kelas D,13,13/06/2025,Online,02.00.00,Hukum ketenagakerjaan
eba12733,"La Ode Muhammad Arfan Samrin, S.E, M.Ak",Hukum Bisnis dan Perusahaan - Kelas D,14,20/06/2025,Offline,02.00.00,Restrukturisasi perusahaan
682269c8,"La Ode Muhammad Arfan Samrin, S.E, M.Ak",Hukum Bisnis dan Perusahaan - Kelas D,15,27/06/2025,Online,02.00.00,Penyelesaian sengketa bisnis
f35cc7c2,"La Ode Muhammad Arfan Samrin, S.E, M.Ak",Hukum Bisnis dan Perusahaan - Kelas D,16,04/07/2025,Offline,02.00.00,Ujian Akhir Semester (UAS)
