ID,Pilih Nama Dosen,Mata Kuliah,Petemuan Ke,Tanggal,Keterangan,Lama Perkualiahan ,Materi yang diberikan 
b589d36a,"Yuli Lestari Labangu, S.E., M.Sc.",Akuntansi Sektor Publik - Kelas A,7,08/04/2025,Online,02.30.00,Sistem Akuntansi Pemerintah Pusat dan Daerah
94b9e3da,"Nitri Mirosea, SE, M.Si, M.AAC, CFE, Ph.D",Sistem Akuntansi Keuangan Daerah - Kelas C,1,20/02/2025,Offline,02.30.00,Kontrak Perkuliahan
0cc3d926,"Nitri Mirosea, SE, M.Si, M.AAC, CFE, Ph.D",Sistem Akuntansi Keuangan Daerah - Kelas C,2,27/02/2025,Offline,02.30.00,Kebijakan Akuntansi dan Sistem Akuntansi Pendapatan-LO dan Pendapatan-LRA
2fe2ae7a,"Nitri Mirosea, SE, M.Si, M.AAC, CFE, Ph.D",Sistem Akuntansi Keuangan Daerah - Kelas C,3,06/03/2025,Offline,02.30.00,Kebijakan Akuntansi dan Sistem Akuntansi Beban dan Belanja
dc7947af,"Nitri Mirosea, SE, M.Si, M.AAC, CFE, Ph.D",Sistem Akuntansi Keuangan Daerah - Kelas C,4,13/03/2025,Offline,02.30.00,Kebijakan Akuntansi dan Sistem Akuntansi Pembiayaan
66b77909,"Nitri Mirosea, SE, M.Si, M.AAC, CFE, Ph.D",Sistem Akuntansi Keuangan Daerah - Kelas C,5,20/03/2025,Offline,02.30.00,Kebijakan Akuntansi dan Sistem Akuntansi Kas dan Setara Kas
7bfd692e,"Nitri Mirosea, SE, M.Si, M.AAC, CFE, Ph.D",Sistem Akuntansi Keuangan Daerah - Kelas C,6,27/03/2025,Online,02.30.00,Tugas Review Jurnal dan Kasus
2a46de7d,"Nitri Mirosea, SE, M.Si, M.AAC, CFE, Ph.D",Sistem Akuntansi Keuangan Daerah - Kelas C,7,10/04/2025,Offline,02.30.00,Kebijakan Akuntansi dan Sistem Akuntansi Piutang
415308b1,"Dr. Muntu Abdullah, SE, M.Si, Ak, CA, ACPA",Metodologi Penelitian - Kelas C-22,1,20/02/2025,Offline,02.30.00,Defining Research topic : Acritical Thinking Approach
62b61ff5,"Dr. Muntu Abdullah, SE, M.Si, Ak, CA, ACPA",Metodologi Penelitian - Kelas C-22,2,27/02/2025,Offline,02.30.00,Research methods for business
9e4fd297,"Dr. Muntu Abdullah, SE, M.Si, Ak, CA, ACPA",Metodologi Penelitian - Kelas C-22,3,06/03/2025,Offline,02.30.00,Riset problem / formulasi masalah
1ed127e8,"Dr. Muntu Abdullah, SE, M.Si, Ak, CA, ACPA",Metodologi Penelitian - Kelas C-22,4,13/03/2025,Offline,02.30.00,Kerangka konseptual dan kerangka pikir
a658e8ea,"Prof. Dr. La Ode Anto, SE, M.Si, Ak, QIA, CA, CTT, CRP, CRMP, QGIA, Asean CPA",Akuntansi Keuangan Lanjutan II - Kelas C,1,21/02/2025,Offline,02.30.00,Review Materi
88d0520d,"Prof. Dr. La Ode Anto, SE, M.Si, Ak, QIA, CA, CTT, CRP, CRMP, QGIA, Asean CPA",Akuntansi Keuangan Lanjutan II - Kelas C,2,28/02/2025,Offline,02.30.00,Akuisisi AntarPerusahaan dan Investasi pada Entitas lain
5df8ba4c,"Prof. Dr. La Ode Anto, SE, M.Si, Ak, QIA, CA, CTT, CRP, CRMP, QGIA, Asean CPA",Akuntansi Keuangan Lanjutan II - Kelas C,3,07/03/2025,Offline,02.30.00,Pelaporan Kepemilikan AntarPerusahaan
f2550bd1,"Prof. Dr. La Ode Anto, SE, M.Si, Ak, QIA, CA, CTT, CRP, CRMP, QGIA, Asean CPA",Akuntansi Keuangan Lanjutan II - Kelas C,4,14/03/2025,Offline,02.30.00,Entitas Konsolidasi dan Laporan Keuangan Konsolidasian
445d45dd,"Prof. Dr. La Ode Anto, SE, M.Si, Ak, QIA, CA, CTT, CRP, CRMP, QGIA, Asean CPA",Akuntansi Keuangan Lanjutan II - Kelas C,5,21/03/2025,Offline,02.30.00,Konsolidasi pada anak perusahaan yang dimiliki penuh
f896dc04,"Prof. Dr. La Ode Anto, SE, M.Si, Ak, QIA, CA, CTT, CRP, CRMP, QGIA, Asean CPA",Akuntansi Keuangan Lanjutan II - Kelas C,6,28/03/2025,Online,02.30.00,Konsolidasi pada anak perusahaan yang dimiliki kurang dari kepemilikan penuh
97849d84,"Prof. Dr. H. Ishak Awaluddin, SE, M.Si, Ak, CA, Asean CPA, ACPA, CTA, CPA",Etika Bisnis dan Profesi Akuntan - Kelas C,5,21/03/2025,Offline,02.30.00,Etika Bisnis
7b12ffa6,"Dr. Muntu Abdullah, SE, M.Si, Ak, CA, ACPA",Metodologi Penelitian - Kelas C-22,5,20/03/2025,Offline,02.30.00,analisis data dan interpretasi
2dbe0941,"Hasnidar, S.E., M.Si.",Hukum Bisnis dan Perusahaan - Kelas C,7,11/04/2025,Offline,02.00.00,Hak Cipta
c30af380,"Safaruddin, SE., M.S.A, Ak, CA",Akuntansi Keuangan Menengah II - Kelas C,5,24/03/2025,Online,02.00.00,Pendapatan
7b463794,"Prof. Dr. H. Ishak Awaluddin, SE, M.Si, Ak, CA, Asean CPA, ACPA, CTA, CPA",AUDITING II - Kelas C,5,14/04/2025,Offline,02.00.00,Pemeriksaan atas perkiraan laba rugi
81ebddf4,"Dr. Tuti Dharmawati, SE, M.Si, Ak, QIA, CA, ACPA, CRMP, CMA",Akuntansi Manajemen - Kelas C,6,09/04/2025,Offline,02.00.00,PENENTUAN BIAYA PRODUK: FULL COSTING DAN VARIABEL COSTING
c6cb8170,"Safaruddin, SE., M.S.A, Ak, CA",Akuntansi Keuangan Menengah II - Kelas C,6,14/04/2025,Offline,02.00.00,Akuntansi pajak penghasilan
8ba71ca5,"Dr. Muntu Abdullah, SE, M.Si, Ak, CA, ACPA",Metodologi Penelitian - Kelas C-23,6,15/04/2025,Offline,02.30.00,analisis data dan interpretasi
ed25e537,"Dr. Muntu Abdullah, SE, M.Si, Ak, CA, ACPA",Metodologi Penelitian - Kelas C-23,5,08/04/2025,Online,02.30.00,populasi
aefdba4e,"Dr. Muntu Abdullah, SE, M.Si, Ak, CA, ACPA",Metodologi Penelitian - Kelas C-23,4,25/03/2025,Offline,02.30.00,tinjauan literatur dan kerangka konseptual
79112f83,"Dr. Muntu Abdullah, SE, M.Si, Ak, CA, ACPA",Metodologi Penelitian - Kelas C-23,3,18/03/2025,Offline,02.30.00,riset problem atau formulasi masalah
cd3c7462,"Dr. Muntu Abdullah, SE, M.Si, Ak, CA, ACPA",Metodologi Penelitian - Kelas C-23,2,11/03/2025,Offline,02.30.00,mengapa harus riset (akuntansi) atau pentingnya penelitian
f8e93366,"Dr. Muntu Abdullah, SE, M.Si, Ak, CA, ACPA",Metodologi Penelitian - Kelas C-23,1,04/03/2025,Offline,02.30.00,kontrak perkuliahan
a0b86f47,"Yuli Lestari Labangu, S.E., M.Sc.",Akuntansi Sektor Publik - Kelas A,8,15/04/2025,Offline,02.30.00,Ujian Tengah Semester
b581c290,"Wa Ode Aswati, S.E., M.Si., CRP",Akuntansi Sektor Publik - Kelas D,1,18/02/2025,Offline,02.30.05,Pengenalan & Metode Pembelajaran
4a3fe7f3,"Wa Ode Aswati, S.E., M.Si., CRP",Akuntansi Sektor Publik - Kelas D,2,25/02/2025,Offline,02.30.00,Akuntansi Keuangan Daerah APBN/APBD
c288f58c,"Wa Ode Aswati, S.E., M.Si., CRP",Akuntansi Sektor Publik - Kelas D,3,04/03/2025,Offline,02.30.00,Ruang Lingkup Keuangan Daerah dan Kedudukan Akuntansi Daerah
4e2fb5ac,"Wa Ode Aswati, S.E., M.Si., CRP",Akuntansi Sektor Publik - Kelas D,4,11/03/2025,Offline,02.30.00,Siklus Akuntansi Keuangan Daerah
bbfc6bee,"Wa Ode Aswati, S.E., M.Si., CRP",Akuntansi Sektor Publik - Kelas D,5,18/03/2025,Offline,02.30.00,Sistem Akuntansi Keuangan Pemerintah Daerah
99667f49,"Wa Ode Aswati, S.E., M.Si., CRP",Akuntansi Sektor Publik - Kelas D,6,20/03/2025,Online,02.30.00,Laporan Arus Kas dan Akuntansi Pendapatan Daerah
47d2109d,"Wa Ode Aswati, S.E., M.Si., CRP",Akuntansi Sektor Publik - Kelas D,7,10/04/2025,Online,02.30.00,Akuntansi Surplus Devisit dan Akuntansi Aset
9c43d295,"Dr. Intihanah, SE, M.Si, QIA",Sistem Informasi Akuntansi - Kelas D,1,19/02/2025,Offline,01.30.00,Metode Pembelajaran & Pembagian Kelompok
278f5dd5,"Dr. Intihanah, SE, M.Si, QIA",Sistem Informasi Akuntansi - Kelas D,2,26/02/2025,Offline,02.30.00,Konsep Dasar Sistem Informasi Akuntansi
1538f26e,"Dr. Intihanah, SE, M.Si, QIA",Sistem Informasi Akuntansi - Kelas D,3,05/03/2025,Offline,02.00.00,Tinjauan Menyeluruh Proses Bisnis
d0c2c576,"Dr. Intihanah, SE, M.Si, QIA",Sistem Informasi Akuntansi - Kelas D,4,12/03/2025,Online,02.00.00,Pengantar E-Bisnis
d9628a7d,"Dr. Intihanah, SE, M.Si, QIA",Sistem Informasi Akuntansi - Kelas D,5,19/03/2025,Offline,02.00.00,Pembuatan Model Data dan Desain Database
44ce3934,"Dr. Intihanah, SE, M.Si, QIA",Sistem Informasi Akuntansi - Kelas D,6,26/03/2025,Online,02.00.00,Pengendalian dan sistem Akuntansi
76b10f74,"Nitri Mirosea, SE, M.Si, M.AAC, CFE, Ph.D",Akuntansi Keuangan Menengah II - Kelas D,1,17/02/2025,Offline,02.00.00,Liabilitas jangka pendek
0ca4b176,"Dr. Intihanah, SE, M.Si, QIA",Sistem Informasi Akuntansi - Kelas D,7,09/04/2025,Online,02.00.00,"Pengendalian Sistem Informasi Berdasarkan Komputer dan Penipuan, dan Pengemanan Komputer"
e4f32aa9,"Nitri Mirosea, SE, M.Si, M.AAC, CFE, Ph.D",Akuntansi Keuangan Menengah II - Kelas D,2,24/02/2025,Offline,02.00.00,Liabilitas jangka panjang
59d436da,"Prof. Dr. La Ode Anto, SE, M.Si, Ak, QIA, CA, CTT, CRP, CRMP, QGIA, Asean CPA",Metodologi Penelitian - Kelas D-23,1,21/02/2025,Offline,02.00.00,"Pengenalan,Metode Pembelajaran & Pembagian Kelompok"
e98b7e28,"Nitri Mirosea, SE, M.Si, M.AAC, CFE, Ph.D",Akuntansi Keuangan Menengah II - Kelas D,4,10/03/2025,Offline,02.00.00,"Ekuitas: saldo laba, deviden, Saham Treasuri, dan penghasilan komprehensif lain"
39374486,"Nitri Mirosea, SE, M.Si, M.AAC, CFE, Ph.D",Akuntansi Keuangan Menengah II - Kelas D,3,03/03/2025,Offline,02.00.00,Ekuitas: Modal Disetor
3cd8e516,"Prof. Dr. La Ode Anto, SE, M.Si, Ak, QIA, CA, CTT, CRP, CRMP, QGIA, Asean CPA",Metodologi Penelitian - Kelas D-23,2,28/02/2025,Offline,02.00.00,Konsep Dasar Metode Kuantitatif
733bf995,"Prof. Dr. La Ode Anto, SE, M.Si, Ak, QIA, CA, CTT, CRP, CRMP, QGIA, Asean CPA",Metodologi Penelitian - Kelas D-23,3,07/03/2025,Offline,02.00.00,"Penelitian Survei, Proses Penelitian Masalah dan Metode hubungan Antar Variabel"
f44d16a0,"Prof. Dr. La Ode Anto, SE, M.Si, Ak, QIA, CA, CTT, CRP, CRMP, QGIA, Asean CPA",Metodologi Penelitian - Kelas D-23,4,14/03/2025,Offline,02.00.00,"Landasarn Teori, Kerangka Berpikir, dan Hipotesis"
37587c52,"Prof. Dr. La Ode Anto, SE, M.Si, Ak, QIA, CA, CTT, CRP, CRMP, QGIA, Asean CPA",Metodologi Penelitian - Kelas D-23,5,21/03/2025,Offline,02.00.00,Metode Penelitian Eksperimen Serta Populasi dan Sampel
83c09645,"Prof. Dr. La Ode Anto, SE, M.Si, Ak, QIA, CA, CTT, CRP, CRMP, QGIA, Asean CPA",Metodologi Penelitian - Kelas D-23,6,28/03/2025,Online,02.00.00,Skala Pengukuran dan Instrumen Penelitian
4aae878a,"Prof. Dr. La Ode Anto, SE, M.Si, Ak, QIA, CA, CTT, CRP, CRMP, QGIA, Asean CPA",Metodologi Penelitian - Kelas D-23,7,11/04/2025,Offline,02.00.00,Teknik Pengumpulan dan Analisis Data Kuantitatif
c1dabd0f,"Nitri Mirosea, SE, M.Si, M.AAC, CFE, Ph.D",Akuntansi Keuangan Menengah II - Kelas D,6,14/04/2025,Offline,02.00.00,Investasi: instrumen ekuitas dan hutang
76bfaf36,"Prof. Dr. H. Ishak Awaluddin, SE, M.Si, Ak, CA, Asean CPA, ACPA, CTA, CPA",Etika Bisnis dan Profesi Akuntan - Kelas C,6,11/04/2025,Online,02.30.00,Etika Profesi
894a848b,"Prof. Dr. H. Arifuddin, SE, M.Si, Ak, CA, ACPA, CTA",Akuntansi Sektor Publik - Kelas C,6,15/04/2025,Offline,02.00.00,Realisasi Anggaran
3b3b04e6,"Dr. Muntu Abdullah, SE, M.Si, Ak, CA, ACPA",Metodologi Penelitian - Kelas C-23,7,15/04/2025,Offline,02.30.00,anatomi laporan penelitian dan pengembangan
4249b71e,"Dr. Sukring, M.Pd.I.",AGAMA - Kelas C,4,09/04/2025,Offline,02.00.00,AGAMA DAN AGAMA ISLAM
5f9a2368,"Hasnidar, S.E., M.Si.",MANAJEMEN KEUANGAN 1 - Kelas C,7,10/04/2025,Offline,03.00.00,BIAYA MODAL DAN STRUKTUR MODAL
21881c85,"Taufan Sufatriansa Awal, S.Ak., M.Acc",Manajemen Pemasaran - Kelas C,3,16/04/2025,Offline,03.00.00,PASAR BISNIS
c28eb1e2,"Taufan Sufatriansa Awal, S.Ak., M.Acc",Manajemen Pemasaran - Kelas C,4,16/04/2025,Offline,03.00.00,MEMBENTUK KEMITRAAN STRATEGIS DAN RISET PEMASARAN
e1c484e7,"Taufan Sufatriansa Awal, S.Ak., M.Acc",Komputer Akuntansi - Kelas D,6,14/04/2025,Online,03.00.00,ACCURATE
c6f83ed4,"Dr. Sukring, M.Pd.I.",AGAMA - Kelas C,5,16/04/2025,Online,02.00.00,Thaharah
f896ad10,"Dr. Intihanah, SE, M.Si, QIA",Sistem Informasi Akuntansi - Kelas D,8,16/04/2025,Offline,01.00.00,Ujian Tengah Semester
20c8bf90,"Prof. Dr. H. Arifuddin, SE, M.Si, Ak, CA, ACPA, CTA",Perpajakan II - Kelas C,6,16/04/2025,Offline,02.00.00,PPH BADAN
2ce8a316,"Dr. Tuti Dharmawati, SE, M.Si, Ak, QIA, CA, ACPA, CRMP, CMA",Akuntansi Manajemen - Kelas C,7,16/04/2025,Offline,02.00.00,UJIAN TENGAH SEMESTER
a6ef2fe1,"Dr. La Hatani, SE., MM.",Manajemen Strategi - Kelas B,5,20/03/2025,Offline,02.00.00,Presentasi mengenai tugas yang di berikan
fc40a890,"Dr. La Hatani, SE., MM.",Manajemen Strategi - Kelas B,6,17/04/2025,Offline,02.00.00,Perumusan Strategi dan Social Responsibility
447406a6,"Prof. Dr. H. Ishak Awaluddin, SE, M.Si, Ak, CA, Asean CPA, ACPA, CTA, CPA",AUDITING II - Kelas C,6,17/04/2025,Offline,02.00.00,Pemeriksaan subsequent events dan penyelesaian pemeriksaan
e7cb3503,"Dr. Nur Asni, SE, M.Si",Akuntansi Biaya - Kelas B,7,09/04/2025,Offline,02.30.00,BIAYA OVERHEAD PABRIK
531b1aff,"Dr. Nur Asni, SE, M.Si",Akuntansi Biaya - Kelas B,8,19/04/2025,Offline,02.30.00,Evaluasi tengah Semester
42d5dbc3,"Dr. Nur Asni, SE, M.Si",MANAJEMEN KEUANGAN 1 - Kelas B,7,17/04/2025,Offline,02.30.00,Analisis Rasio keuangan terhadap perusahaan manufaktur yang aktif di bursa efek indonesia
de0acb2e,"Dr. Mulyati Akib, SE, M.Si, Ak, CA, CTA, CPA",Akuntansi Manajemen - Kelas D,1,19/02/2025,Offline,02.00.00,Perkenalan metode pembelajaran
9559a40f,"Dr. Mulyati Akib, SE, M.Si, Ak, CA, CTA, CPA",Akuntansi Manajemen - Kelas D,2,26/02/2025,Offline,02.00.00,Konsep dasar akuntansi manajemen
c7945587,"Dr. Mulyati Akib, SE, M.Si, Ak, CA, CTA, CPA",Akuntansi Manajemen - Kelas D,3,05/03/2025,Offline,02.00.00,Klasifikasi biaya
2c099a39,"Dr. Mulyati Akib, SE, M.Si, Ak, CA, CTA, CPA",Akuntansi Manajemen - Kelas D,4,12/03/2025,Offline,02.00.00,Biaya standar
9ebf5d88,"Dr. Mulyati Akib, SE, M.Si, Ak, CA, CTA, CPA",Akuntansi Manajemen - Kelas D,6,26/03/2025,Online,02.00.00,Akuntansi pertanggungjawaban
b908def4,"Dr. Mulyati Akib, SE, M.Si, Ak, CA, CTA, CPA",Akuntansi Manajemen - Kelas D,7,26/03/2025,Online,02.00.00,Activity based costing (ABC)
df2bd091,"Dr. Mulyati Akib, SE, M.Si, Ak, CA, CTA, CPA",Akuntansi Manajemen - Kelas D,8,09/04/2025,Offline,02.00.00,Ujian Tengah Semester
d67d1bcc,"Si Made Ngurah Purnaman, S.Ak, M.Ak",Akuntansi Keuangan Lanjutan II - Kelas A,2,24/02/2025,Offline,02.30.00,Entitas Konsolidasi dan Laporan Keuangan Konsolidasian
9d5a5489,"Si Made Ngurah Purnaman, S.Ak, M.Ak",Akuntansi Keuangan Lanjutan II - Kelas A,3,03/03/2025,Offline,02.30.00,Konsolidasi Pada Anak Perusahaan yang Dimiliki Penuh
15ce1317,"Si Made Ngurah Purnaman, S.Ak, M.Ak",Akuntansi Keuangan Lanjutan II - Kelas A,4,10/03/2025,Offline,02.30.00,Konsolidasi Pada Anak Perusahaan yang Dimiliki Kurang Dari Kepemilikan Penuh
db803ece,"Si Made Ngurah Purnaman, S.Ak, M.Ak",Akuntansi Keuangan Lanjutan II - Kelas A,5,17/03/2025,Offline,02.30.00,Transfer Antar Perusahaan: Aset Tidak Lancar
961f3570,"Si Made Ngurah Purnaman, S.Ak, M.Ak",Akuntansi Keuangan Lanjutan II - Kelas A,6,24/03/2025,Online,02.30.00,Transaksi Persediaan Antar Perusahaan
dcf0e9fd,"Si Made Ngurah Purnaman, S.Ak, M.Ak",Akuntansi Keuangan Lanjutan II - Kelas A,7,14/04/2025,Offline,02.30.00,Utang Antar Perusahaan
43f4f871,"Si Made Ngurah Purnaman, S.Ak, M.Ak",Akuntansi Keuangan Lanjutan II - Kelas A,8,21/04/2025,Online,04.00.00,Ujian Tengah Semester
60c1d496,"Safaruddin, SE., M.S.A, Ak, CA",Perpajakan II - Kelas A,6,25/03/2025,Online,02.30.00,Contoh kasus Pajak Bumi dan Bangunan
6d6bffae,"Safaruddin, SE., M.S.A, Ak, CA",Perpajakan II - Kelas A,7,08/04/2025,Offline,02.30.00,Contoh Kasus Pajak Pertambahan Nilai
4d3fd500,"Safaruddin, SE., M.S.A, Ak, CA",Perpajakan II - Kelas A,8,15/04/2025,Offline,02.30.00,Pajak Bumi dan Bangunan
8685f712,"Hasnidar, S.E., M.Si.",Hukum Bisnis dan Perusahaan - Kelas C,8,17/04/2025,Offline,02.00.00,Ujian Tengah Semester
cd3a946f,"Hasnidar, S.E., M.Si.",Hukum Bisnis dan Perusahaan - Kelas C,5,21/03/2025,Offline,01.40.00,Hak Paten
61ce6986,"Hasnidar, S.E., M.Si.",Hukum Bisnis dan Perusahaan - Kelas C,6,28/03/2025,Online,01.40.00,Merek dan Indikasi Geografis
5dc7cb6c,"Hasnidar, S.E., M.Si.",Hukum Bisnis dan Perusahaan - Kelas C,3,07/03/2025,Offline,02.00.00,Kepailitan
b330affd,"Hasnidar, S.E., M.Si.",Hukum Bisnis dan Perusahaan - Kelas C,2,28/02/2025,Offline,02.00.00,Kontrak dan Perjanjian Bisnis
31a9a4e2,"Hasnidar, S.E., M.Si.",Hukum Bisnis dan Perusahaan - Kelas C,1,21/02/2025,Offline,02.00.00,Konsep Hukum Bisnis
c1f2ff03,"Prof. Dr. H. Arifuddin, SE, M.Si, Ak, CA, ACPA, CTA",Perpajakan II - Kelas C,7,22/04/2025,Offline,02.00.00,Ujian tengah semester
ed81a9cf,"Dr. Muntu Abdullah, SE, M.Si, Ak, CA, ACPA",Metodologi Penelitian - Kelas C-23,8,22/04/2025,Offline,02.30.00,ujian tengah semester
5b0ede69,"Dr. Erwin Hadisantoso, SE, M.Si, Ak, CA, ACPA, Asean CPA",AUDITING II - Kelas E,1,24/02/2025,Offline,02.00.00,Pengenalan Metode Pembelajaran
80a39ce0,"Dr. Erwin Hadisantoso, SE, M.Si, Ak, CA, ACPA, Asean CPA",AUDITING II - Kelas E,2,03/03/2025,Offline,02.00.00,Pemeriksaan Persediaan
3d779fb7,"Dr. Erwin Hadisantoso, SE, M.Si, Ak, CA, ACPA, Asean CPA",AUDITING II - Kelas E,3,10/03/2025,Offline,02.00.00,Pemeriksaan Aset Tetap
79e9293d,"Dr. Erwin Hadisantoso, SE, M.Si, Ak, CA, ACPA, Asean CPA",AUDITING II - Kelas E,4,17/03/2025,Offline,02.00.00,Pemeriksaan Aset Tak Berwujud
89197acd,"Dr. Erwin Hadisantoso, SE, M.Si, Ak, CA, ACPA, Asean CPA",AUDITING II - Kelas E,5,24/03/2025,Offline,02.00.00,Pemeriksaan Liabilitas Jangka Pendek
a885fb16,"Dr. Erwin Hadisantoso, SE, M.Si, Ak, CA, ACPA, Asean CPA",AUDITING II - Kelas E,6,14/04/2025,Offline,02.00.00,Pemeriksaan Liabilitas Jangka Panjang dan Pemeriksaan Ekuitas
3b12f4f8,"Dr. Erwin Hadisantoso, SE, M.Si, Ak, CA, ACPA, Asean CPA",AUDITING II - Kelas E,7,19/04/2025,Offline,02.00.00,Pemeriksaan atas Laporan Laba dan Pemeriksaan Subsequent Event dan Penyelesaian Pemeriksaan
518d049d,"La Ode Muhammad Arfan Samrin, S.E, M.Ak",Perpajakan II - Kelas D,1,06/03/2025,Offline,02.30.00,kontrak perkuliahan
e06f57e5,"La Ode Muhammad Arfan Samrin, S.E, M.Ak",Perpajakan II - Kelas D,2,13/03/2025,Offline,02.30.00,pajak bumi dan bangunan
06c3bfb7,"La Ode Muhammad Arfan Samrin, S.E, M.Ak",Perpajakan II - Kelas D,3,20/03/2025,Offline,02.30.00,pajak pertambahan nilai
262b0d5e,"La Ode Muhammad Arfan Samrin, S.E, M.Ak",Perpajakan II - Kelas D,4,27/03/2025,Offline,02.30.00,bea perolehan hak atas tanah dan bangunan
f50ab12c,"La Ode Muhammad Arfan Samrin, S.E, M.Ak",Perpajakan II - Kelas D,5,10/04/2025,Offline,02.30.00,pajak penjualan atas barang mewah
1265c9a9,"La Ode Muhammad Arfan Samrin, S.E, M.Ak",Perpajakan II - Kelas D,6,17/04/2025,Offline,02.30.00,pajak penjualan atas barang mewah
ad825ab7,"La Ode Muhammad Arfan Samrin, S.E, M.Ak",Perpajakan II - Kelas D,7,17/04/2025,Offline,02.30.00,pajak penghasilan badan
3a06f129,"La Ode Muhammad Arfan Samrin, S.E, M.Ak",Perpajakan II - Kelas D,8,24/04/2025,Offline,02.30.00,ujian tengah semester
3b6a9ce6,"Dr. La Hatani, SE., MM.",Manajemen Strategi - Kelas B,7,24/04/2025,Offline,02.00.00,Strategi Perusahaan
efbcf0c7,"Dr. La Hatani, SE., MM.",Manajemen Strategi - Kelas B,8,28/04/2025,Offline,02.00.00,Ujian Tengah Semester
074ea578,"Fitriaman, SE., MSA, Ak, CSRS, CSRA, CRA, CIISA",Metodologi Penelitian - Kelas B-22,4,17/04/2025,Offline,02.00.00,Absen
9a99b5c6,"Fitriaman, SE., MSA, Ak, CSRS, CSRA, CRA, CIISA",Metodologi Penelitian - Kelas B-22,5,21/04/2025,Online,02.00.00,Pendekatan Kualitatif Dalam Penelitian Akuntansi
5bbdb56f,"Fitriaman, SE., MSA, Ak, CSRS, CSRA, CRA, CIISA",Metodologi Penelitian - Kelas B-22,6,23/04/2025,Online,02.00.00,Pendekatan Kualitatif Dalam Penelitian Akuntansi
6ea2b5f5,"Dr. Erwin Hadisantoso, SE, M.Si, Ak, CA, ACPA, Asean CPA",AUDITING II - Kelas E,8,24/04/2025,Offline,01.00.00,Ujian Tengah Semester
65bec61c,"Wa Ode Aswati, S.E., M.Si., CRP",MANAJEMEN KEUANGAN 1 - Kelas B,9,24/04/2025,Offline,02.30.00,Pembahasan RPS terkait materi Manajemen keuangan
097a2dea,"Hasnidar, S.E., M.Si.",Akuntansi Biaya - Kelas B,9,25/04/2025,Offline,02.30.00,Departementalisasi Biaya Overhead Pabrik
054c41d4,"Hasnidar, S.E., M.Si.",MANAJEMEN KEUANGAN 1 - Kelas C,8,24/04/2025,Offline,02.00.00,UJIAN TENGAH SEMESTER
164f6b8e,"Dr. Sukring, M.Pd.I.",AGAMA - Kelas C,7,23/04/2025,Offline,02.00.00,"PRAKTEK MANDI,KAFAN,SHOLAT, DAN KUBUR JENAZAH"
9058b524,"Dr. Sukring, M.Pd.I.",AGAMA - Kelas C,8,26/04/2025,Offline,02.00.00,UJIAN TENGAH SEMESTER
fd8fc12a,"Dr. Nur Asni, SE, M.Si",Akuntansi Biaya - Kelas C,7,19/04/2025,Offline,03.00.00,UJIAN TENGAH SEMESTER
4d20eb7e,"Syaiah, SE. M.Si",Akuntansi Biaya - Kelas C,1,22/04/2025,Offline,03.00.00,DEPARTEMENLISASI BIAYA OVERHEAD PABRIK
a7330910,"Taufan Sufatriansa Awal, S.Ak., M.Acc",Komputer Akuntansi - Kelas D,7,21/04/2025,Offline,03.00.00,UJIAN TENGAH SEMESTER
d1dd0acc,"Taufan Sufatriansa Awal, S.Ak., M.Acc",Manajemen Pemasaran - Kelas C,5,16/04/2025,Offline,03.00.00,MENCIPTAKAN DAN MEMPERTAHANKAN IDENTITAS MEREK
22b18a21,"Taufan Sufatriansa Awal, S.Ak., M.Acc",Manajemen Pemasaran - Kelas C,6,16/04/2025,Offline,03.00.00,MEMAHAMI POLA PIKIR PEMASARAN MENGEMBANGKAN DAN MENINGKATKAN PROGRAM DAN JASA YANG POPULER
8739228e,"Taufan Sufatriansa Awal, S.Ak., M.Acc",Manajemen Pemasaran - Kelas C,7,16/04/2025,Offline,03.00.00,KEPUASAN PELANGGAN PERBAIKAN LAYANAN SERTA MENCIPTAKAN HUBUNGAN JANGKA PANJANG
c46a8efd,"Taufan Sufatriansa Awal, S.Ak., M.Acc",Manajemen Pemasaran - Kelas C,8,21/04/2025,Offline,03.00.00,UJIAN TENGAH SEMESTER
a397dc9c,"Dr. Nur Asni, SE, M.Si",MANAJEMEN KEUANGAN 1 - Kelas B,8,26/04/2025,Offline,02.30.00,MID
50bc3aae,"Prof. Dr. La Ode Anto, SE, M.Si, Ak, QIA, CA, CTT, CRP, CRMP, QGIA, Asean CPA",Metodologi Penelitian - Kelas D-23,8,25/04/2025,Offline,01.00.00,Ujian Tengah Semester
73a364fb,"Prof. Dr. H. Arifuddin, SE, M.Si, Ak, CA, ACPA, CTA",Akuntansi Sektor Publik - Kelas C,7,22/04/2025,Offline,02.00.00,UJIAN TENGAH SEMESTER
1eb691f3,"Dr. Tuti Dharmawati, SE, M.Si, Ak, QIA, CA, ACPA, CRMP, CMA",Akuntansi Manajemen - Kelas C,5,26/03/2025,Online,02.00.00,Penentuan biaya produk : Metode biaya proses
e7c0a1ae,"Andi Muhammad Fuad Ramadhan Basru, S.E., M.Acc., Ak",Audit Kinerja Pemerintah Daerah - Kelas C,1,17/02/2025,Offline,16.00.00,Bahas kontrak perkuliahan
