ID,Pilih Nama Dosen,Mata Kuliah,Petemuan Ke,Tanggal,Keterangan,Lama Perkualiahan ,Materi yang diberikan 
74983548,"Dr. Nur Asni, SE., M.Si.",AKUNTANSI KEUANGAN MENENGAH 1 - Kelas A,1,03/09/2025,Offline,1 jam 30 menit,Baru pengantar awal masuk.
d16522e7,"Wa Ode Reni, S.Pd., M.H.",Kewarganegaraan - Kelas A,1,04/09/2025,Online,1 jam,Pengenalan materi
029228ae,"Dr. Nur Asni, SE., M.Si.",AKUNTANSI KEUANGAN MENENGAH 1 - Kelas A,1,03/09/2025,Offline,30 menit,Pengenalan materi
279eeaee,"Dr. Tuti Dharmawati, SE, M.Si, Ak, QIA, CA, ACPA, CRMP, CMA",Etika Bisnis dan Profesi Akuntan - Kelas A,1,08/09/2025,Offline,1 jam 30 menit,Pengertian Etika
bf2fe7d6,"Vina Olivia Pebrianty, SE., ME",Pengantar Ilmu Ekonomi - Kelas E,1,08/09/2025,Offline,2 jam 30 menit,"Membahas tentang pengenalan, aturan perkuliahan, dan materi awal"
4ac17d52,"Fitriaman, SE., MSA, Ak, CSRS, CSRA, CRA, CIISA",INTERNAL AUDIT - Kelas D,2,08/09/2025,Offline,45 menit,Internal audit berbasis resiko
c6adf20e,"MUHAMMAD ZAIKIN, S.Ak., M.Ak.",Analisa Laporan Keuangan - Kelas D,1,04/09/2025,Offline,2jam 15 menit,pengertian dan pendahuluan analisa laporan keuangan ( sesuai dengan RPS)
e153b58b,"Dr. Nitri Mirosea, S.E., M.Si., MA.",AKUNTANSI KEUANGAN LANJUTAN 1 - Kelas D,1,04/09/2025,Offline,1 jam 45 menit,Persekutuan dan sistem pembelajaran yang akan di gunakan ketika pbm
e002ed2a,"Dr. H. Nasrullah Dali, SE, M.Si, Ak, CA",Etika Bisnis dan Profesi Akuntan - Kelas D,1,02/09/2025,Online,1 jam 30 menit,kontrak perkuliahan
530ad229,"Prof. Dr. H. Hasbudin, SE, M.Si, Ak, QIA, CA, ACPA, CTA",Manajemen Strategi - Kelas D,1,03/09/2025,Offline,1 jam 30 menit,kontrak perkuliahan
d04da604,"Dr. H. Nasrullah Dali, SE, M.Si, Ak, CA",Etika Bisnis dan Profesi Akuntan - Kelas D,2,09/09/2025,Online,2 jam 30 menit,teori etika dan prinsip etik dalam bisnis
12bf1b41,"Dr. Emillia Nurdin, S.E., M.Si.",AKUNTANSI KEUANGAN LANJUTAN 1 - Kelas A,1,08/09/2025,Offline,1 jam 30 menit,membahas rps dan sistem pembelajaran
dba6b585,"Si Made Ngurah Purnaman, S.Ak, M.Ak",Manajemen Strategi - Kelas A,1,09/09/2025,Offline,1 jam 30 menit,Membahas RPS dan sistem pembelajaran serta materi yang diberikan
f49cf3ba,"LA ODE MUHAMMAD SAUM FASIHU, S.Ak., M.Ak.",Praktikum Audit - Kelas A,1,03/09/2025,Offline,1 jam 30 menit,membahasa rps dan sistem pembelajaran
35bdbf5a,"Si Made Ngurah Purnaman, S.Ak, M.Ak",Manajemen Strategi - Kelas A,1,09/09/2025,Offline,1 jam 30 Menit,Pembahasan RPS dan aturan selama perkuliahan berlangsung
1423ff3b,"Vina Olivia Pebrianty, SE., ME",Analisa Laporan Keuangan - Kelas A,1,03/09/2025,Offline,1 jam 30 menit,Pengantar mata kuliah
00591f32,"Dr. Intihanah, SE, M.Si, QIA",INTERNAL AUDIT - Kelas A,1,04/09/2025,Online,30 menit,pembagian kelompok dan penjelasan tugas
526285b6,"Prof. Dr. H. Arifuddin, SE, M.Si, Ak, CA, ACPA, CTA",Auditing I - Kelas A,1,08/09/2025,Offline,1 jam 30 menit,Independent seorang auditor
b48c6631,"Prof. Dr. Rosnawintang, S.E., M.Si.",Statistik Ekonomi - Kelas B,1,09/09/2025,Offline,2 jam,membahas RPS dan Konsep Dasar Statistika
af67c0b4,"Fitriaman, SE., MSA, Ak, CSRS, CSRA, CRA, CIISA",Teori Akuntansi - Kelas A,1,09/09/2025,Offline,1 jam,Perkenalan akuntansi
57948809,"Prof. Dr. H. Arifuddin, SE, M.Si, Ak, CA, ACPA, CTA",Akuntansi Keuangan Daerah - Kelas D,1,09/09/2025,Online,1 jam 30 menit,kontrak perkuliahan
28264aa0,"MUTMAINNAH, S.Ak., M.Acc",Praktikum Audit - Kelas D,1,04/09/2025,Offline,1 jam 30 menit,kontrak perkuliahan
dc23665f,"Dr. Eliyanti Agus Mokodompit, SE., M.Si.",Pancasila - Kelas E,1,09/09/2025,Online,1 jam,"Membahas tentang tata tertib kelas,  perkenalan dan pembagian kelompok"
afe15130,"Dr. Tuti Dharmawati, SE, M.Si, Ak, QIA, CA, ACPA, CRMP, CMA",Pengantar Akuntansi I - Kelas E,1,10/09/2025,Online,1 jam 30 menit,"Membahas tentang perkenalan, pembahasan pelajaran di kelas dan membahas materi"
5af151cd,"LA ODE MUHAMMAD SAUM FASIHU, S.Ak., M.Ak.",Praktikum Audit - Kelas A,2,10/09/2025,Offline,1 jam 30 menit,membahas materi
c2ab1cd6,"Vina Olivia Pebrianty, SE., ME",Analisa Laporan Keuangan - Kelas A,2,10/09/2025,Offline,2 jam 30 menit,Kerangka Konseptual Laporan Keuangan
9f25e781,"Dr. Mulyati Akib, SE, M.Si, Ak, CA, CTA, CPA",Teori Akuntansi - Kelas D,2,10/09/2025,Offline,2 jam 30 menit,Teori Akuntansi yang terdiri dari 10 sub pokok
de524d38,"Mansyur M., S.Pd., M.Pd.",Bahasa Indonesia - Kelas E,2,10/09/2025,Offline,1 jam 46 mnt,Membahas tentang materi bahasa Indonesia berdasarkan akuntansi
94bf3fb0,"LA ODE MUHAMMAD SAUM FASIHU, S.Ak., M.Ak.",Pasar Modal dan Manajemen Portofolio - Kelas A,2,11/09/2025,Offline,2 jam,Pengertian investasi dan pasar modal
1a0bd135,"Si Made Ngurah Purnaman, S.Ak, M.Ak",Manajemen Keuangan II - Kelas A,2,11/09/2025,Offline,2 jam,Pendanaan jangka pendek
2c541b58,"MUTMAINNAH, S.Ak., M.Acc",Praktikum Audit - Kelas D,2,11/09/2025,Offline,2 jam 30 menit,kertas kerja dan prosedur penelaahan analitis
f1aaafcf,"Dr. Nitri Mirosea, S.E., M.Si., MA.",AKUNTANSI KEUANGAN LANJUTAN 1 - Kelas D,2,11/09/2025,Offline,1 jam 30 menit,Persekutuan secara garis besar kemudian pendalaman konsep dengan menggunakan skematik dan SAK serta pembahasan soal soal.
f14c5f52,"MUHAMMAD ZAIKIN, S.Ak., M.Ak.",Analisa Laporan Keuangan - Kelas D,2,11/09/2025,Online,2 jam,Teknik Horizontal dan vertikal dalam laporan keuangan
e1031ab0,"Dr. Drs. Husin, M.Si",Statistik Ekonomi - Kelas E,1,12/09/2025,Offline,1 jam 30 menit,Membahas tentang sumber daya alah dan kekayaan Indonesia
e69dca9f,"Dr. Tuti Dharmawati, SE, M.Si, Ak, QIA, CA, ACPA, CRMP, CMA",Etika Bisnis dan Profesi Akuntan - Kelas A,2,15/09/2025,Offline,1 jam 30 menit,Etika Bisnis
041a9f79,"Dr. Emillia Nurdin, S.E., M.Si.",AKUNTANSI KEUANGAN LANJUTAN 1 - Kelas A,2,15/09/2025,Offline,1 jam 30 menit,membahas materi perkuliahan “akuntansi pembentukan persekutuan”
bb168bbc,"Vina Olivia Pebrianty, SE., ME",Pengantar Bisnis - Kelas C,2,11/09/2025,Offline,2 jam,Bentuk Kepemilikan Bisnis
32cec72f,"Dr. Intihanah, SE, M.Si, QIA",Pengantar Akuntansi I - Kelas C,2,15/09/2025,Offline,2 jam,membahas RPS dan Teori Dasar Perusahaan dan Akuntansi
e6b5faca,"Dr. H. Saemu Alwi, SE., MS.",Pengantar Ilmu Ekonomi - Kelas C,2,15/09/2025,Offline,1 jam,Membahas RPS dan Dasar Ilmu Ekonomi
736fc440,"Dr. H. Nasrullah Dali, SE, M.Si, Ak, CA",Etika Bisnis dan Profesi Akuntan - Kelas D,3,16/09/2025,Online,2 jam 30 menit,teori-teori etika
ec51e638,"Vina Olivia Pebrianty, SE., ME",Pengantar Ilmu Ekonomi - Kelas E,2,15/09/2025,Offline,2 jam,Membahas tentang masalah ekonomi dan mekanisme pasar
6af10c17,"La Ode Muhammad Bahtiar Aksara, S.T., M.T.",Sistem dan Teknologi Informasi - Kelas E,1,15/09/2025,Online,1 jam 46 menit,Membahas tentang tugas yang akan di berikan
b5d83b13,"Dr. Tuti Dharmawati, SE, M.Si, Ak, QIA, CA, ACPA, CRMP, CMA",Pengantar Akuntansi I - Kelas E,2,16/09/2025,Offline,2 jam 30 menit,Membahas tentang pengantar akuntansi dan bisnis serta peran akuntansi dalam bisnis
71d75154,"Prof. Dr. H. Arifuddin, SE, M.Si, Ak, CA, ACPA, CTA",Akuntansi Keuangan Daerah - Kelas D,2,16/09/2025,Offline,2 jam 30 menit,pengelolaan keuangan daerah
ece39d5c,"Prof. Dr. La Ode Muhammad Harafah, S.E., M.Si",Pengantar Ilmu Ekonomi - Kelas A,2,16/09/2025,Offline,1 jam 20 menit,Pemahaman dasar ilmu ekonomi
d138ea20,"Prof. Dr. H. Arifuddin, SE, M.Si, Ak, CA, ACPA, CTA",Pengantar Akuntansi I - Kelas A,1,08/09/2025,Online,1 jam,Pengenalan akuntansi
56b68a32,"Prof. Dr. Wali Aya Rumbia. SE., MSi.",Statistik Ekonomi - Kelas A,1,09/09/2025,Online,1 jam 30 menit,RPS statistik ekonomi
7bb11392,"Prof. Dr. H. Arifuddin, SE, M.Si, Ak, CA, ACPA, CTA",Pengantar Akuntansi I - Kelas A,2,15/09/2025,Online,2 jam,Laporan keuangan
fef940d6,"Si Made Ngurah Purnaman, S.Ak, M.Ak",Manajemen Strategi - Kelas A,2,16/09/2025,Offline,2 jam 30 menit,Karakteristik Manajemen Strategi
2c3cf1b6,"Fitriaman, SE., MSA, Ak, CSRS, CSRA, CRA, CIISA",Teori Akuntansi - Kelas A,2,16/09/2025,Offline,2 jam 30 menit,Definisi awal terkait teori Akuntansi
c853c22b,"Dr. Eliyanti Agus Mokodompit, SE., M.Si.",Pancasila - Kelas E,2,16/09/2025,Online,2 jam,Presentasi tugas makalah yg berjudul sejarah Pancasila
5639acf7,"Satira Yusuf, SE., M.Si.",MANAJEMEN RISIKO - Kelas A,1,16/09/2025,Offline,2 jam,Pengantar manajemen resiko
9ef23d91,"Wa Ode Reni, S.Pd., M.H.",Kewarganegaraan - Kelas A,2,16/09/2025,Offline,40 menit,Bab 1 kewarganegaraan
6e35c835,"Wa Ode Reni, S.Pd., M.H.",Kewarganegaraan - Kelas A,3,16/09/2025,Offline,40 menit,Bab 1 kewarganegaraan
71f04e3f,"Prof. Dr. H. Arifuddin, SE, M.Si, Ak, CA, ACPA, CTA",Auditing I - Kelas A,2,15/09/2025,Offline,2 jam,"Bab 1 Definisi auditing, dan perkenalan dasar terkait audit"
3f33252d,"Prof. Dr. Wali Aya Rumbia. SE., MSi.",Statistik Ekonomi - Kelas A,2,16/09/2025,Offline,2 jam 30 menit,Jenis jenis statistik
488aff9e,"LA ODE MUHAMMAD SAUM FASIHU, S.Ak., M.Ak.",Praktikum Audit - Kelas A,3,17/09/2025,Offline,1 jam 30 menit,membahas materi modul 2
d90f4754,"Vina Olivia Pebrianty, SE., ME",Analisa Laporan Keuangan - Kelas A,3,17/09/2025,Offline,1 jam 30 menit,Rasio Solvabilitas
60315f13,"Mansyur M., S.Pd., M.Pd.",Bahasa Indonesia - Kelas E,3,17/09/2025,Offline,1 jam 30 menit,"Membahas tentang hakikat bahasa, pengertian bahasa, komunikasi satu arah dan pembakuan bahasa Indonesia"
d5510cfb,"Dr. Muhamad Saleh, S.Pd., M.Pd",Pancasila - Kelas A,1,17/09/2025,Online,2 jam,Pengantar Pendidikan Pancasila
9f2d0076,"Dr. Intihanah, SE, M.Si, QIA",INTERNAL AUDIT - Kelas A,3,18/09/2025,Offline,1 jam 30 menit,KONSEP DASAR INTERNAL AUDIT
2af95261,"Dr. Intihanah, SE, M.Si, QIA",AKUNTANSI KEUANGAN MENENGAH 1 - Kelas E,1,04/09/2025,Online,1 jam,"Membuat makalah mengenai Pengertian Akuntansi, Konsep Akuntansi Sebagai Bahasa Bisnis, dan Standar Akuntansi"
dfe269d9,"Dr. Intihanah, SE, M.Si, QIA",AKUNTANSI KEUANGAN MENENGAH 1 - Kelas E,2,18/09/2025,Offline,2 jam 30 menit,"Pelaporan keuangan dan standar Akuntansi, kerangka kerja untuk pelaporan finansial, dan sistem informasi Akuntansi"
7dc3bb14,"Prof. Dr. H. Ishak Awaluddin, SE, M.Si, Ak, CA, CPA",Perpajakan I - Kelas E,1,16/09/2025,Offline,2 jam,"Membahas mengenai peraturan pembelajaran, dan Membahas Mengenai Sejarah Perpajakan"
d3fae71f,"Andi Muhamamd Fuad Ramadhan Basru, M.Acc",Auditing I - Kelas E,1,10/09/2025,Offline,1 jam,Membahas mengenai Rps dan peraturan pembelajaran serta membahas dasar -dasar materi Aditing dan cara membuat laporan keuangan audit
d99e8c39,"Wa Ode Reni, S.Pd., M.H.",Kewarganegaraan - Kelas E,1,09/09/2025,Online,1 jam,Materi dasar kewarganegaraan
a8634958,"Wa Ode Reni, S.Pd., M.H.",Kewarganegaraan - Kelas E,2,16/09/2025,Offline,1 jam 30 menit,Membahas peraturan pembelajaran
acacfe75,"Dr. Sujono, SE., M.Si.",Manajemen Keuangan II - Kelas E,1,12/09/2025,Offline,2 jam 30 menit,Risk and Return
b88bdb13,"Prof. Dr. Rosnawintang, S.E., M.Si.",Statistik Ekonomi - Kelas B,2,16/09/2025,Offline,2 jam,Ukuran letak dan penyebaran data
368bda2f,"Wa Ode Reni, S.Pd., M.H.",Pancasila - Kelas C,2,16/09/2025,Offline,1 Jam,Membahas tentang RPS
20950d55,"Vina Olivia Pebrianty, SE., ME",Pengantar Bisnis - Kelas C,3,18/09/2025,Offline,2 Jam,Bentuk bidang usaha
c06c1fa6,"La Ode Akhiri Zulzaman, S. Pd., M. Pd.",Bahasa Indonesia - Kelas C,1,18/09/2025,Offline,30 menit,Membahas tentang RPS
b5d03e78,"Si Made Ngurah Purnaman, S.Ak, M.Ak",Statistik Ekonomi - Kelas C,1,19/09/2025,Offline,2 Jam,Perkenalan Materi
54575fdc,"Dr. Mulyati Akib, SE, M.Si, Ak, CA, CTA, CPA",Pengantar Akuntansi I - Kelas B,1,08/09/2025,Offline,2 30,Dasar dasar akuntansi
c81d3631,"Dr. Muh. Nur Afiat, SE., M.Si.",Pengantar Ilmu Ekonomi - Kelas B,1,15/09/2025,Offline,2 Jam 30 Menit,Definisi dan Permasalahan Ilmu Ekonomi
c4b0e529,"Syaiah, S.E., M.Si",Pengantar Bisnis - Kelas B,1,09/09/2025,Online,2 jam,Pengertian bisnis
2709de8c,"Nerlin, S.Sos., M.Pd.",Pancasila - Kelas B,1,17/09/2025,Online,1,Perkenalan dan kontrak kuliah
15b3d510,"La Ode Akhiri Zulzaman, S. Pd., M. Pd.",Bahasa Indonesia - Kelas B,1,15/09/2025,Offline,1 jam,Perkenalan dan kontrak kuliah
